device_equip_type,device_eq_description,device_vendor,device_model,device_serial_number,device_ip,device_version_summary,device_mgmt_ip,device_fw_type,device_fw_version,device_contact,device_location,device_hostname,unique_id,device_object,org_id,parent_sn,CLLI_code,collection_timestamp,target,total_eth_ports,up_eth_ports,down_eth_ports,admin_down_eth_ports,device,node_label,node_type,node_id,device_status,timestamp,device_role,_RDA_Id,count_,projectId,customerId,location_locationName,location_longitude,location_latitude,Country,State,City,device_additional_ips,family,Product_Family,product_type,__uuid
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/14,Interface,,,cfx-cisc,2025-03-20T12:54:48.364551,,,,,,,,,,,2025-03-20T12:54:50.001936,,17424752900170427990c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/13,Interface,,,cfx-cisc,2025-03-20T12:54:48.364338,,,,,,,,,,,2025-03-20T12:54:50.001884,,17424752900170427890c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/12,Interface,,,cfx-cisc,2025-03-20T12:54:48.364123,,,,,,,,,,,2025-03-20T12:54:50.001830,,17424752900170427790c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/11,Interface,,,cfx-cisc,2025-03-20T12:54:48.363853,,,,,,,,,,,2025-03-20T12:54:50.001778,,17424752900170427690c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/10,Interface,,,cfx-cisc,2025-03-20T12:54:48.363639,,,,,,,,,,,2025-03-20T12:54:50.001727,,17424752900170427590c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/9,Interface,,,cfx-cisc,2025-03-20T12:54:48.363420,,,,,,,,,,,2025-03-20T12:54:50.001674,,17424752900170427490c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/8,Interface,,,cfx-cisc,2025-03-20T12:54:48.363171,,,,,,,,,,,2025-03-20T12:54:50.001620,,17424752900170427390c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/7,Interface,,,cfx-cisc,2025-03-20T12:54:48.358842,,,,,,,,,,,2025-03-20T12:54:50.001544,,17424752900170427290c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/6,Interface,,,cfx-cisc,2025-03-20T12:54:48.358558,,,,,,,,,,,2025-03-20T12:54:50.001492,,17424752900170427190c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/5,Interface,,,cfx-cisc,2025-03-20T12:54:48.358151,,,,,,,,,,,2025-03-20T12:54:50.001440,,17424752900170427090c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/3,Interface,,,cfx-cisc,2025-03-20T12:54:48.357745,,,,,,,,,,,2025-03-20T12:54:50.001386,,17424752900170426990c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_Ethernet1/1,Interface,,,cfx-cisc,2025-03-20T12:54:48.357498,,,,,,,,,,,2025-03-20T12:54:50.001334,,17424752900170426890c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel129,Interface,,,cfx-cisc,2025-03-20T12:54:48.356979,,,,,,,,,,,2025-03-20T12:54:50.001281,,17424752900170426790c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel128,Interface,,,cfx-cisc,2025-03-20T12:54:48.356686,,,,,,,,,,,2025-03-20T12:54:50.001226,,17424752900170426690c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel127,Interface,,,cfx-cisc,2025-03-20T12:54:48.356460,,,,,,,,,,,2025-03-20T12:54:50.001169,,17424752900170426590c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel126,Interface,,,cfx-cisc,2025-03-20T12:54:48.356146,,,,,,,,,,,2025-03-20T12:54:50.000925,,17424752900170426490c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel125,Interface,,,cfx-cisc,2025-03-20T12:54:48.348739,,,,,,,,,,,2025-03-20T12:54:50.000872,,17424752900170426390c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel124,Interface,,,cfx-cisc,2025-03-20T12:54:48.348398,,,,,,,,,,,2025-03-20T12:54:50.000819,,17424752900170426290c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel123,Interface,,,cfx-cisc,2025-03-20T12:54:48.348042,,,,,,,,,,,2025-03-20T12:54:50.000767,,17424752900170426190c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel122,Interface,,,cfx-cisc,2025-03-20T12:54:48.347706,,,,,,,,,,,2025-03-20T12:54:50.000716,,17424752900170426090c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel121,Interface,,,cfx-cisc,2025-03-20T12:54:48.347283,,,,,,,,,,,2025-03-20T12:54:50.000660,,17424752900170425990c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel120,Interface,,,cfx-cisc,2025-03-20T12:54:48.346892,,,,,,,,,,,2025-03-20T12:54:50.000604,,17424752900170425890c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel119,Interface,,,cfx-cisc,2025-03-20T12:54:48.346547,,,,,,,,,,,2025-03-20T12:54:50.000536,,17424752900170425790c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel118,Interface,,,cfx-cisc,2025-03-20T12:54:48.346185,,,,,,,,,,,2025-03-20T12:54:50.000480,,17424752900170425690c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel117,Interface,,,cfx-cisc,2025-03-20T12:54:48.345935,,,,,,,,,,,2025-03-20T12:54:50.000419,,17424752900170425590c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel116,Interface,,,cfx-cisc,2025-03-20T12:54:48.345589,,,,,,,,,,,2025-03-20T12:54:50.000367,,17424752900170425490c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel115,Interface,,,cfx-cisc,2025-03-20T12:54:48.345128,,,,,,,,,,,2025-03-20T12:54:50.000315,,17424752900170425390c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel114,Interface,,,cfx-cisc,2025-03-20T12:54:48.344624,,,,,,,,,,,2025-03-20T12:54:50.000262,,17424752900170425290c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel113,Interface,,,cfx-cisc,2025-03-20T12:54:48.344341,,,,,,,,,,,2025-03-20T12:54:50.000209,,17424752900170425190c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel112,Interface,,,cfx-cisc,2025-03-20T12:54:48.344114,,,,,,,,,,,2025-03-20T12:54:50.000157,,17424752900170425090c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel111,Interface,,,cfx-cisc,2025-03-20T12:54:48.343861,,,,,,,,,,,2025-03-20T12:54:50.000100,,17424752900170424990c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel20,Interface,,,cfx-cisc,2025-03-20T12:54:48.343648,,,,,,,,,,,2025-03-20T12:54:50.000034,,17424752900170424890c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_port-channel1,Interface,,,cfx-cisc,2025-03-20T12:54:48.343429,,,,,,,,,,,2025-03-20T12:54:49.999981,,17424752900170424790c6c138,1,,,,,,,,,,,,,
,Nexus 56128P Chassis,Cisco Systems,N5K-C56128P,FOC2124R0S6,10.95.158.81,,10.95.158.81,Cisco NX-OS,7.3(3)N1(1),ppp,snmplocation,cfx-cisco-rack-01,10.95.158.81_mgmt0,Interface,,,cfx-cisc,2025-03-20T12:54:48.343167,,,,,,,,,,,2025-03-20T12:54:49.999930,,17424752900170424690c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_vfc401,Interface,,,N5K-B.en,2025-03-20T12:54:48.342748,,,,,,,,,,,2025-03-20T12:54:49.999873,,17424752900170424590c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_vfc11,Interface,,,N5K-B.en,2025-03-20T12:54:48.342464,,,,,,,,,,,2025-03-20T12:54:49.999818,,17424752900170424490c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/20,Interface,,,N5K-B.en,2025-03-20T12:54:48.342220,,,,,,,,,,,2025-03-20T12:54:49.999762,,17424752900170424390c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/19,Interface,,,N5K-B.en,2025-03-20T12:54:48.337879,,,,,,,,,,,2025-03-20T12:54:49.999706,,17424752900170424290c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/18,Interface,,,N5K-B.en,2025-03-20T12:54:48.337456,,,,,,,,,,,2025-03-20T12:54:49.999648,,17424752900170424190c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/17,Interface,,,N5K-B.en,2025-03-20T12:54:48.337193,,,,,,,,,,,2025-03-20T12:54:49.999590,,17424752900170424090c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/16,Interface,,,N5K-B.en,2025-03-20T12:54:48.336935,,,,,,,,,,,2025-03-20T12:54:49.999520,,17424752900170423990c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/15,Interface,,,N5K-B.en,2025-03-20T12:54:48.336683,,,,,,,,,,,2025-03-20T12:54:49.999464,,17424752900170423890c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/14,Interface,,,N5K-B.en,2025-03-20T12:54:48.336434,,,,,,,,,,,2025-03-20T12:54:49.999406,,17424752900170423790c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/13,Interface,,,N5K-B.en,2025-03-20T12:54:48.336177,,,,,,,,,,,2025-03-20T12:54:49.999342,,17424752900170423690c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/12,Interface,,,N5K-B.en,2025-03-20T12:54:48.335929,,,,,,,,,,,2025-03-20T12:54:49.999289,,17424752900170423590c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/11,Interface,,,N5K-B.en,2025-03-20T12:54:48.335694,,,,,,,,,,,2025-03-20T12:54:49.999236,,17424752900170423490c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/10,Interface,,,N5K-B.en,2025-03-20T12:54:48.335461,,,,,,,,,,,2025-03-20T12:54:49.999182,,17424752900170423390c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/9,Interface,,,N5K-B.en,2025-03-20T12:54:48.335210,,,,,,,,,,,2025-03-20T12:54:49.999129,,17424752900170423290c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/7,Interface,,,N5K-B.en,2025-03-20T12:54:48.330915,,,,,,,,,,,2025-03-20T12:54:49.999073,,17424752900170423190c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/5,Interface,,,N5K-B.en,2025-03-20T12:54:48.330695,,,,,,,,,,,2025-03-20T12:54:49.999015,,17424752900170423090c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/4,Interface,,,N5K-B.en,2025-03-20T12:54:48.330462,,,,,,,,,,,2025-03-20T12:54:49.998959,,17424752900170422990c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/3,Interface,,,N5K-B.en,2025-03-20T12:54:48.330224,,,,,,,,,,,2025-03-20T12:54:49.998904,,17424752900170422890c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/2,Interface,,,N5K-B.en,2025-03-20T12:54:48.329952,,,,,,,,,,,2025-03-20T12:54:49.998849,,17424752900170422790c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_Ethernet1/1,Interface,,,N5K-B.en,2025-03-20T12:54:48.329734,,,,,,,,,,,2025-03-20T12:54:49.998794,,17424752900170422690c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_port-channel21,Interface,,,N5K-B.en,2025-03-20T12:54:48.329523,,,,,,,,,,,2025-03-20T12:54:49.998737,,17424752900170422590c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_port-channel3,Interface,,,N5K-B.en,2025-03-20T12:54:48.329291,,,,,,,,,,,2025-03-20T12:54:49.998681,,17424752900170422490c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_port-channel2,Interface,,,N5K-B.en,2025-03-20T12:54:48.329078,,,,,,,,,,,2025-03-20T12:54:49.998626,,17424752900170422390c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_port-channel1,Interface,,,N5K-B.en,2025-03-20T12:54:48.328844,,,,,,,,,,,2025-03-20T12:54:49.998569,,17424752900170422290c6c138,1,,,,,,,,,,,,,
,Nexus5010 Chassis,Cisco Systems,N5K-C5010P-BF,SSI144913H3,10.95.158.10,,10.95.158.10,Cisco NX-OS,5.2(1)N1(9b),who@where,CFX-Pleasanton-HQ,N5K-B.engr.cloudfabrix.com,10.95.158.10_mgmt0,Interface,,,N5K-B.en,2025-03-20T12:54:48.328628,,,,,,,,,,,2025-03-20T12:54:49.998501,,17424752900170422190c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_vfc402,Interface,,,N5K-A,2025-03-20T12:54:48.328387,,,,,,,,,,,2025-03-20T12:54:49.998445,,17424752900170422090c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_vfc11,Interface,,,N5K-A,2025-03-20T12:54:48.328137,,,,,,,,,,,2025-03-20T12:54:49.998390,,17424752900170421990c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_Ethernet1/32,Interface,,,N5K-A,2025-03-20T12:54:48.327890,,,,,,,,,,,2025-03-20T12:54:49.998336,,17424752900170421890c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_Ethernet1/31,Interface,,,N5K-A,2025-03-20T12:54:48.327649,,,,,,,,,,,2025-03-20T12:54:49.998280,,17424752900170421790c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_Ethernet1/22,Interface,,,N5K-A,2025-03-20T12:54:48.327402,,,,,,,,,,,2025-03-20T12:54:49.998225,,17424752900170421690c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_Ethernet1/21,Interface,,,N5K-A,2025-03-20T12:54:48.326953,,,,,,,,,,,2025-03-20T12:54:49.998168,,17424752900170421590c6c138,1,,,,,,,,,,,,,
,Nexus5548 Chassis,Cisco Systems,N5K-C5548UP,SSI181901HL,10.95.158.9,,10.95.158.9,Cisco NX-OS,5.2(1)N1(4),support-team,CFX-Pleasanton-HQ,N5K-A,10.95.158.9_Ethernet1/20,Interface,,,N5K-A,2025-03-20T12:54:48.326585,,,,,,,,,,,2025-03-20T12:54:49.998110,,17424752900170421490c6c138,1,,,,,,,,,,,,,
